,img_name,is_damage,damage_confidence,pose,shape,num_object,num_dent,num_scratch,num_confident_objs,num_inconfident_objs,num_conf_dent,num_inconf_dent,num_conf_scratch,num_inconf_scratch
59,20190226_4789_20361056_7f1628f1092d9eb980381eb13fbff7ae.jpg,0,1,1,"(768, 1024, 3)",8,0,8,8,0,0,0,8,0
60,20190507_7729_22929641_33fba14929004fc9805d3d31dd1ecac9.jpg,0,1,1,"(484, 1024, 3)",19,0,19,19,0,0,0,19,0
61,20190527_9560_24021134_84029fc6edb50e5e8d769d03988ebf25.jpg,0,1,3,"(1024, 768, 3)",15,0,15,15,0,0,0,15,0
62,20190411_5287_21762934_b989d685b1dbf235fa47ceb40dfc844c.jpg,0,1,1,"(768, 1024, 3)",6,0,6,6,0,0,0,6,0
63,20190222_8983_20229494_97ecdf3b1b535225a53a0043c22d4ab8.jpg,0,1,3,"(800, 600, 3)",12,2,10,5,7,2,0,3,7
64,20190505_7338_22808850_210274ef38e4dbb0e11be38973b0c3c7.jpg,1,1,1,"(576, 1024, 3)",6,1,5,6,0,1,0,5,0
65,20190416_10745_21962733_ab6ad73988daac087a446421493ef30e.jpg,0,1,1,"(800, 600, 3)",2,1,1,1,1,0,1,1,0
66,20190526_4506_23957992_02c7654e2d9d4c97fa15a98be9fcb9bd.jpg,0,1,2,"(497, 1024, 3)",9,5,4,0,9,0,5,0,4
67,20190411_5369_21751156_bc5e89c61c77632b6189beef096a2e51.jpg,0,1,1,"(1024, 768, 3)",5,0,5,5,0,0,0,5,0
68,20190520_14406_23619063_b522a9b2a39ee7099e3c9b29b0222171.jpg,0,1,1,"(1024, 497, 3)",2,0,2,2,0,0,0,2,0
69,20190517_10264_23466378_3476f31f5f6557723a19d8a434e2e497.jpg,1,0,4,"(768, 1024, 3)",1,0,1,1,0,0,0,1,0
70,20190224_5020_20303701_d633921e00c068c09a97a9cd0c5e8d43.jpg,0,1,4,"(1024, 497, 3)",4,0,4,4,0,0,0,4,0
71,20190410_4424_21734368_1aaf44fad5c2cee6ab63a548e3fcb30e.jpg,1,0,0,"(600, 800, 3)",2,0,2,1,1,0,0,1,1
72,20190416_4758_21959525_0e29b0a80db8dda4d14d0686eac616d5.jpg,0,1,3,"(600, 800, 3)",1,0,1,1,0,0,0,1,0
73,20190511_10286_23140366_da53cb693de43d8b5c40fb5c63f963e5.jpg,0,1,1,"(768, 1024, 3)",3,0,3,3,0,0,0,3,0
74,20190527_12585_24009137_d613aee9b521974eae9f2e853d88cef3.jpg,0,1,1,"(1024, 768, 3)",8,0,8,8,0,0,0,8,0
75,20190521_14109_23648965_a2e67572d6b7214f38b9d78e3abf5df1.jpg,0,1,1,"(1024, 768, 3)",14,0,14,14,0,0,0,14,0
76,20190410_7658_21735704_f1de77619335c12728ed4481cf1f6005.jpg,0,1,1,"(768, 1024, 3)",7,1,6,7,0,1,0,6,0
77,20190412_6591_21819230_1363f49d94ed960c02c428e409135d05.jpg,0,1,0,"(1024, 768, 3)",10,1,9,10,0,1,0,9,0
78,20190413_5625_21869612_f8e63f4629bd9c987abb385b59baab2e.jpg,0,1,4,"(1024, 768, 3)",6,1,5,6,0,1,0,5,0
79,20190413_9505_21845569_1164d08d7d310ffd1a52dcc994e0679b.jpg,0,1,1,"(768, 1024, 3)",17,1,16,17,0,1,0,16,0
80,20190523_14107_23747578_4b0fb9939f7157c232292ff0aac443f1.jpg,0,1,3,"(1024, 768, 3)",5,0,5,4,1,0,0,4,1
81,20190509_9750_23011251_1d523f86055b6a924be9abd10e9f01b1.jpg,0,1,1,"(768, 1024, 3)",10,0,10,10,0,0,0,10,0
82,20190419_8144_22084698_cf9f75d55726d3be9edeb89294132cdb.jpg,0,1,2,"(800, 600, 3)",4,0,4,1,3,0,0,1,3
83,20190507_10595_22922000_ba4bfc505d89d739b987db2c5b81b155.jpg,0,1,3,"(600, 800, 3)",6,1,5,6,0,1,0,5,0
84,20190522_8304_23727011_bd7a89e8becdffaa923b24e402530758.jpg,0,1,1,"(768, 1024, 3)",13,0,13,13,0,0,0,13,0
85,20190530_4427_24191326_ff356852995e7bef505562cdce8cca2d.jpg,0,1,3,"(768, 1024, 3)",8,0,8,5,3,0,0,5,3
86,20190520_8463_23642240_9aa8fff7730637b8a038a48226b127de.jpg,0,1,4,"(497, 1024, 3)",7,4,3,6,1,3,1,3,0
87,20190421_4525_22169271_2267348940de5ad2eb8c651192ba334c.jpg,0,0,0,"(600, 800, 3)",3,1,2,3,0,1,0,2,0
88,20190421_4349_22170275_0c386023ffd7c9a8cbfd572542420677.jpg,0,1,2,"(600, 800, 3)",4,2,2,4,0,2,0,2,0
89,20190416_6213_21988981_b08e97b889c2442f837dcb961bc25d9b.jpg,0,1,3,"(1024, 768, 3)",4,2,2,4,0,2,0,2,0
90,20190224_10279_20283061_59b3b4ecca9a680d1eab737cb1711912.jpg,0,1,3,"(800, 600, 3)",6,3,3,6,0,3,0,3,0
91,20190526_6042_23967630_288105e5c08000018dc9ffcbb060fd66.jpg,0,1,3,"(1024, 768, 3)",2,1,1,2,0,1,0,1,0
92,20190223_4695_20276564_90ca3d9d04cbf5828ee2f14a6139305f.jpg,0,1,2,"(768, 1024, 3)",7,0,7,5,2,0,0,5,2
93,20190525_7272_23903925_d193a816cf36ead483107ad9cd5053bc.jpg,0,1,4,"(1024, 768, 3)",8,1,7,6,2,0,1,6,1
94,20190413_5048_21866070_cd421f55267229d0f9b29bc04d3366cf.jpg,0,1,4,"(768, 1024, 3)",7,2,5,7,0,2,0,5,0
95,20190413_5880_21856887_1899c4f905d14dd8a640e268e52ded06.jpg,1,0,1,"(600, 800, 3)",8,0,8,7,1,0,0,7,1
96,20190523_6648_23781895_24cef833dc05726f3a9be9332832b468.jpg,0,1,2,"(1024, 768, 3)",5,1,4,4,1,0,1,4,0
97,20190511_5359_23123751_bc5a5c24450a5c8fd3175eea29d4089e.jpg,1,1,0,"(600, 800, 3)",3,0,3,3,0,0,0,3,0
98,20190414_9848_21906074_91748b6a9c5882a1f2cc807db0568559.jpg,0,1,0,"(497, 1024, 3)",11,0,11,6,5,0,0,6,5
99,20190504_16589_22726460_202f9d4ee75e9a15855299cf6eb522e3.jpg,0,0,4,"(576, 1024, 3)",3,1,2,3,0,1,0,2,0
100,20190517_6017_23424747_94e83dce18c3e60ac1dd923f04ed4fba.jpg,0,1,4,"(1024, 768, 3)",4,2,2,2,2,0,2,2,0
101,20190420_13399_22103640_abde606d4a8cff0302538c0d4f26507f.jpg,0,1,1,"(576, 1024, 3)",7,0,7,7,0,0,0,7,0
102,20190224_15954_20314019_b413e99ca0f28b3186ba6af2ad1995e7.jpg,0,1,2,"(576, 1024, 3)",2,0,2,2,0,0,0,2,0
103,20190503_10611_22649281_2443cf2f83cd0326ed44aa38366d587d.jpg,0,1,0,"(1024, 768, 3)",4,1,3,2,2,0,1,2,1
104,20190526_10177_23979977_fd0f10ce080cbaef0ce3a2a241919b15.jpg,0,1,1,"(1024, 768, 3)",7,0,7,6,1,0,0,6,1
105,20190527_9303_24022144_7bc82f39dd6efc8cd1021185fb502263.jpg,0,1,0,"(1024, 768, 3)",6,0,6,6,0,0,0,6,0
106,20190511_6474_23094438_c01bea7884c10c034e380387bb5eac10.jpg,0,1,1,"(768, 1024, 3)",9,1,8,2,7,0,1,2,6
107,20190502_6474_22617981_4cca103361829514afb095d4e809b12d.jpg,0,1,2,"(800, 600, 3)",2,1,1,2,0,1,0,1,0
108,20190521_5521_23685328_0e99a59001d79e82f8235dac24cb8b75.jpg,0,1,4,"(1024, 768, 3)",24,0,24,12,12,0,0,12,12
109,20190412_10630_21813622_5e70f5ae06f67cd9363861c30c5bb4fa.jpg,0,1,4,"(768, 1024, 3)",3,0,3,3,0,0,0,3,0
110,20190414_6483_21891639_17269d558d58df9c20b8af4cba7b3bc7.jpg,0,1,4,"(1024, 768, 3)",4,0,4,3,1,0,0,3,1
111,20190518_9816_23494396_e46fbdd1fd8adfa83c6bd614ef987765.jpg,0,1,2,"(1024, 576, 3)",2,0,2,0,2,0,0,0,2
112,20190518_15509_23524993_e21f852744b9d0adf2c6ecbae39d5d22.jpg,0,1,4,"(768, 1024, 3)",3,0,3,3,0,0,0,3,0
113,20190503_13177_22642018_6b0b482a06311b311c2009a794fcfbd5.jpg,0,1,4,"(800, 600, 3)",4,1,3,4,0,1,0,3,0
114,20190418_13982_22039085_a05edb03b0f66f06aa218dca5b677387.jpg,0,1,3,"(1024, 768, 3)",3,1,2,2,1,0,1,2,0
115,20190220_10574_20170607_95fd769104a21b63cab23aab0d28a6fb.jpg,1,0,0,"(768, 1024, 3)",2,0,2,1,1,0,0,1,1
116,20190522_13272_23724018_d8e259332330fb0ca04d96c4d623cc57.jpg,0,1,3,"(768, 1024, 3)",10,0,10,10,0,0,0,10,0
117,20190412_7845_21819410_67bc428fe2ef0f65612655f817bd0744.jpg,0,1,4,"(800, 600, 3)",6,1,5,6,0,1,0,5,0
118,20190417_10592_22011549_a220bbdad6be87d73bb46d8dee00e417.jpg,0,1,3,"(768, 1024, 3)",1,0,1,1,0,0,0,1,0
119,20190511_7458_23130069_25e7f9e148f32b66e43c05c109b0b9e6.jpg,0,1,4,"(1024, 768, 3)",11,3,8,6,5,1,2,5,3
120,20190521_8016_23667368_14b5e6b87b4df98ec81d5ed0b4b8f9f7.jpg,0,1,3,"(768, 1024, 3)",10,1,9,10,0,1,0,9,0
121,20190419_8277_22083531_0f93420ff59971c1a0589cfc64a32e59.jpg,0,1,1,"(800, 600, 3)",9,1,8,9,0,1,0,8,0
122,20190530_7359_24162403_1be36f54e96e229801965a187cc6ffc1.jpg,0,1,4,"(768, 1024, 3)",7,0,7,7,0,0,0,7,0
123,20190221_14549_20188004_adf249b3e5b871d6b42e1df240b1dcdd.jpg,0,1,1,"(800, 600, 3)",3,1,2,2,1,0,1,2,0
124,20190410_13177_21720907_d088f7934a3fe244a06a416b1647903c.jpg,0,1,0,"(600, 800, 3)",3,1,2,3,0,1,0,2,0
125,20190506_5621_22871379_579d00f85944b4c7312b02002ce3ff47.jpg,1,1,1,"(768, 1024, 3)",3,0,3,1,2,0,0,1,2
126,20190417_12316_22008136_30866ea7284c6d800e3afea54a6d678a.jpg,1,0,0,"(600, 800, 3)",1,0,1,1,0,0,0,1,0
127,20190414_6733_21924622_9a7b97766bde4e5dd86ed255a950e428.jpg,0,1,3,"(600, 800, 3)",9,1,8,3,6,1,0,2,6
128,20190415_8087_21942845_8200a2eb7fe54a5186fe6d31f47f0287.jpg,0,1,2,"(768, 1024, 3)",3,0,3,3,0,0,0,3,0
129,20190414_10264_21896434_33a0f0beb4834f9abca384ce9f7ab89b.jpg,0,1,0,"(768, 1024, 3)",8,0,8,6,2,0,0,6,2
130,20190418_6052_22027237_186a1fc22fbf697314dd2ea659a085dd.jpg,0,1,4,"(1024, 768, 3)",8,0,8,8,0,0,0,8,0
131,20190415_8376_21939435_e03ab2158d2f39cc225a2076b62d325e.jpg,0,1,1,"(1024, 768, 3)",3,0,3,1,2,0,0,1,2
132,20190418_8636_22050474_91c4eb1f900eb402dda6299905ec868a.jpg,0,1,1,"(1024, 768, 3)",5,0,5,4,1,0,0,4,1
133,20190525_7272_23903955_d689935fafac1dcdfa0f8a4f00552cc8.jpg,0,1,4,"(1024, 768, 3)",5,0,5,3,2,0,0,3,2
134,20190410_4993_21739459_b5852e18fa7c1efd15a659de8a74ec2b.jpg,1,1,2,"(497, 1024, 3)",8,0,8,8,0,0,0,8,0
135,20190412_12296_21795099_c7cf7aeea33ff353cf259cb26c04189a.jpg,0,1,3,"(1024, 768, 3)",9,0,9,9,0,0,0,9,0
136,20190421_7019_22174206_532215cf712bd3a32f9c5d8a80464bf1.jpg,0,1,1,"(800, 600, 3)",20,0,20,20,0,0,0,20,0
137,20190513_13331_23254114_89d2356bfc47a283484c708cde1ba2cf.jpg,0,1,3,"(768, 1024, 3)",2,1,1,2,0,1,0,1,0
138,20190521_16063_23651527_4dd146682a5ed3de819d92b40a577eb3.jpg,0,0,0,"(768, 1024, 3)",2,1,1,1,1,0,1,1,0
139,20190424_14146_22272448_4e64c78e9ecbc34257fa419add953007.jpg,0,1,1,"(1024, 768, 3)",10,0,10,2,8,0,0,2,8
140,20190411_4365_21771304_09ec7deeb2805cc4e11d4de81865c293.jpg,0,0,0,"(1024, 768, 3)",4,1,3,4,0,1,0,3,0
141,20190421_5763_22164557_24676d6df1f87b238541f48c92ca204c.jpg,0,1,1,"(768, 1024, 3)",9,0,9,9,0,0,0,9,0
142,20190426_9769_22340585_0c966e842a9b82583f3d0802c6487d29.jpg,0,1,1,"(800, 600, 3)",7,0,7,7,0,0,0,7,0
143,20190519_4423_23571870_68e1059c7e9411e152619e174726ec29.jpg,0,1,1,"(512, 1024, 3)",5,0,5,5,0,0,0,5,0
144,20190412_8078_21803444_5f47caa24c05e77ebfa4831d16f06378.jpg,0,1,1,"(576, 1024, 3)",4,0,4,4,0,0,0,4,0
145,20190521_8193_23650978_37b971e5b8fcb436f1b0b06d780f386b.jpg,0,1,4,"(1024, 768, 3)",6,1,5,5,1,1,0,4,1
146,20190413_8929_21857290_138609a709d71b2d8e32d9c8c601ad1d.jpg,0,1,3,"(800, 600, 3)",6,3,3,6,0,3,0,3,0
147,20190526_6362_23966044_3661545429e90cc8fdee20c0dde61d63.jpg,1,0,2,"(1024, 768, 3)",1,0,1,1,0,0,0,1,0
148,20190225_15299_20340490_6ef08511f48e898f2f62a43eda751c3d.jpg,0,1,4,"(768, 1024, 3)",4,0,4,4,0,0,0,4,0
149,20190521_8921_23672416_67825549b69a741edd6de42e6a594c2d.jpg,0,1,4,"(576, 1024, 3)",8,0,8,7,1,0,0,7,1
150,20190412_16333_21798652_fd76c35063fca71cbba83c4ac79db014.jpg,0,0,1,"(800, 600, 3)",4,1,3,3,1,0,1,3,0
151,20190513_5831_23230215_84bd3cb4538fb64d2b5c3f28c0a775b5.jpg,0,1,4,"(768, 1024, 3)",12,2,10,12,0,2,0,10,0
152,20190410_8220_21727468_c87b4047096268b6d6753e1194001bf1.jpg,0,1,3,"(600, 800, 3)",4,1,3,4,0,1,0,3,0
153,20190410_7384_21736112_3d49adc944663254bb888707331fe31a.jpg,0,1,1,"(768, 1024, 3)",5,1,4,4,1,0,1,4,0
154,20190525_9750_23910089_3c392805a9b2580ac559077e9964f4c6.jpg,0,1,4,"(768, 1024, 3)",4,1,3,3,1,0,1,3,0
155,20190523_8826_23775462_3ceca4019de45143bafd5d6673d08e11.jpg,0,1,1,"(1024, 768, 3)",7,0,7,2,5,0,0,2,5
156,20190224_10279_20283060_15d63909a176c611bb2c1d16363d2796.jpg,0,1,4,"(800, 600, 3)",9,3,6,9,0,3,0,6,0
157,20190506_6040_22872072_0e7674818df2ee660e4050bd5ef902a1.jpg,0,1,1,"(768, 1024, 3)",3,0,3,3,0,0,0,3,0
158,20190518_8829_23535968_842e61b4e12298e8203f93151be27390.jpg,0,1,1,"(1024, 768, 3)",2,0,2,2,0,0,0,2,0
159,20190531_5149_24194176_6f952d1155ae84e058dd8007183df2c0.jpg,0,1,0,"(768, 1024, 3)",8,0,8,5,3,0,0,5,3
160,20190505_6733_22837684_28c9cd4d852d7fd5d62a76e66172415c.jpg,0,1,2,"(600, 800, 3)",9,0,9,9,0,0,0,9,0
161,20190524_11709_23807013_f709942c89e3ad8c67e0952b4c570017.jpg,0,1,1,"(768, 1024, 3)",7,0,7,7,0,0,0,7,0
162,20190525_5251_23899800_75046bb4939b88ebc3decb6d77b7bc34.jpg,1,0,1,"(1024, 768, 3)",13,0,13,5,8,0,0,5,8
163,20190505_6308_22818595_f61c70ff36d76e08aac89439867b7a42.jpg,0,1,4,"(576, 1024, 3)",3,0,3,3,0,0,0,3,0
164,20190505_12421_22785688_756484ed42de11f8603fb9584413eee1.jpg,0,1,1,"(768, 1024, 3)",22,0,22,22,0,0,0,22,0
165,20190413_9262_21824656_a907d198498a14f4a02b31d307cc8d5a.jpg,0,1,3,"(600, 800, 3)",2,0,2,2,0,0,0,2,0
166,20190410_4735_21736529_584bf9b14b0bfecc2dec0bdb4508bf7a.jpg,0,1,3,"(768, 1024, 3)",2,1,1,2,0,1,0,1,0
167,20190420_5315_22128750_080d011a6447ae84334d5707c9912303.jpg,0,1,4,"(800, 600, 3)",9,1,8,9,0,1,0,8,0
168,20190520_10454_23598757_4d8fc69b4673d38a9034d027c5844740.jpg,0,1,0,"(1024, 576, 3)",1,0,1,1,0,0,0,1,0
169,20190521_9393_23665324_4566b0a40d82a4e439b091f4f3b848ca.jpg,0,1,3,"(576, 1024, 3)",3,2,1,3,0,2,0,1,0
170,20190530_9643_24190086_e7041b356a70229e8c6efdbd1db544c0.jpg,0,1,3,"(768, 1024, 3)",12,1,11,10,2,1,0,9,2
171,20190417_5937_22004876_5261a7b507fb99cf3235204b7e17eb3e.jpg,1,1,4,"(600, 800, 3)",0,0,0,0,0,0,0,0,0
172,20190219_4595_20151549_aed2b62ba13dd97df4e5b7d39c7f9e30.jpg,0,1,1,"(800, 600, 3)",3,0,3,3,0,0,0,3,0
173,20190525_14823_23894591_3e0c0dbf72a544f3bda7877a7fa4b2ab.jpg,0,0,4,"(1024, 768, 3)",2,0,2,2,0,0,0,2,0
174,20190520_4415_23636136_f181831cc904ff62f2044efbbd911f79.jpg,0,1,0,"(800, 600, 3)",3,1,2,3,0,1,0,2,0
175,20190410_4995_21733595_f7d1726ea90e11cc4f8496e41a53cd87.jpg,0,1,1,"(576, 1024, 3)",2,1,1,1,1,0,1,1,0
176,20190225_5890_20335012_21fbc13204735557a55bb9a24d135bc6.jpg,0,1,3,"(600, 800, 3)",2,1,1,1,1,1,0,0,1
177,20190505_4593_22820824_a3defa0372282b64a40166931dbb7535.jpg,0,1,4,"(600, 800, 3)",11,0,11,11,0,0,0,11,0
178,20190411_4737_21777001_215b202230223b32cb9cd995a02a832b.jpg,0,1,1,"(600, 800, 3)",1,0,1,1,0,0,0,1,0
179,20190507_13224_22923104_8d178f52d3f2b2b0d0011080a91b3876.jpg,0,1,1,"(600, 800, 3)",5,0,5,5,0,0,0,5,0
180,20190227_8341_20386481_c8b0f35c439c544be1747d7eab0d5629.jpg,0,1,0,"(800, 600, 3)",5,0,5,5,0,0,0,5,0
181,20190420_13234_22145160_e8bb4ca84f84cb2d7f36b00d60d28681.jpg,0,0,2,"(1024, 576, 3)",6,0,6,6,0,0,0,6,0
182,20190418_8362_22040466_0b18ad94aa44a40d71ec72eaf77ccc21.jpg,0,1,4,"(800, 600, 3)",16,1,15,16,0,1,0,15,0
183,20190511_13338_23126886_c7ae76c097885c95367171ed4a6341de.jpg,0,1,4,"(1024, 768, 3)",4,2,2,3,1,2,0,1,1
